,Unnamed: 0,Daily Time Spent on Site,Age,Area Income,Daily Internet Usage,Ad Topic Line,City,Male,Country,Timestamp,Clicked on Ad,Internet usage bucket
665,665,58.05,32,15879.1,195.54,Total asynchronous architecture,Sanderstown,1,Tajikistan,2/12/2016 10:39,1,0
666,666,75.0,29,63965.16,230.36,Secured upward-trending benchmark,Perezland,1,Eritrea,2/16/2016 2:29,0,1
667,667,79.61,31,58342.63,235.97,Customizable value-added project,Luisfurt,0,Monaco,4/4/2016 21:23,0,1
668,668,52.56,31,33147.19,250.36,Integrated interactive support,New Karenberg,1,Israel,4/24/2016 1:48,1,1
669,669,62.18,33,65899.68,126.44,Reactive impactful challenge,West Leahton,0,Hungary,5/20/2016 0:00,1,-1
670,670,77.89,26,64188.5,201.54,Switchable multi-state success,West Sharon,0,Singapore,5/15/2016 3:10,0,0
671,671,66.08,61,58966.22,184.23,Synchronized multi-tasking ability,Klineside,1,Cuba,1/7/2016 23:02,1,0
672,672,89.21,33,44078.24,210.53,Fundamental clear-thinking knowledgebase,Lake Cynthia,0,Reunion,7/19/2016 12:05,0,0
673,673,49.96,55,60968.62,151.94,Multi-layered user-facing parallelism,South Cynthiashire,1,Zambia,4/4/2016 0:02,1,-1
674,674,77.44,28,65620.25,210.39,Front-line incremental access,Lake Jacob,0,Gabon,6/10/2016 4:21,0,0
675,675,82.58,38,65496.78,225.23,Open-architected zero administration secured line,West Samantha,1,Dominica,3/11/2016 14:50,0,1
676,676,39.36,29,52462.04,161.79,Mandatory disintermediate info-mediaries,Jeremybury,1,Bahamas,1/14/2016 20:58,1,0
677,677,47.23,38,70582.55,149.8,Implemented context-sensitive Local Area Network,Blevinstown,1,Tokelau,6/22/2016 5:22,1,-1
678,678,87.85,34,51816.27,153.01,Digitized interactive initiative,Meyerchester,0,Turkmenistan,3/19/2016 8:00,0,-1
679,679,65.57,46,23410.75,130.86,Implemented asynchronous application,Reginamouth,0,Belgium,4/15/2016 15:07,1,-1
680,680,78.01,26,62729.4,200.71,Focused multi-state workforce,Donaldshire,1,French Guiana,3/28/2016 2:29,0,0
681,681,44.15,28,48867.67,141.96,Proactive secondary monitoring,Salazarbury,1,Martinique,1/22/2016 15:03,1,-1
682,682,43.57,36,50971.73,125.2,Front-line upward-trending groupware,Lake Joshuafurt,1,French Polynesia,6/25/2016 17:33,1,-1
683,683,76.83,28,67990.84,192.81,Quality-focused 5thgeneration orchestration,Wintersfort,0,Ecuador,3/4/2016 14:33,0,0
684,684,42.06,34,43241.19,131.55,Multi-layered secondary software,Jamesmouth,0,Puerto Rico,6/29/2016 2:48,1,-1
685,685,76.27,27,60082.66,226.69,Total coherent superstructure,Laurieside,1,United Arab Emirates,6/18/2016 1:42,0,1
686,686,74.27,37,65180.97,247.05,Monitored executive architecture,Andrewmouth,1,Burkina Faso,1/31/2016 9:57,0,1
687,687,73.27,28,67301.39,216.24,Front-line multi-state hub,West Angela,1,Luxembourg,5/22/2016 15:17,0,1
688,688,74.58,36,70701.31,230.52,Configurable mission-critical algorithm,East Carlos,0,Jamaica,7/22/2016 11:05,0,1
689,689,77.5,28,60997.84,225.34,Face-to-face responsive alliance,Kennedyfurt,1,Antarctica (the territory South of 60 deg S),7/13/2016 14:05,0,1
690,690,87.16,33,60805.93,197.15,Reduced holistic help-desk,Blairville,0,China,2/11/2016 11:50,0,0
691,691,87.16,37,50711.68,231.95,Pre-emptive content-based frame,East Donnatown,1,Western Sahara,3/16/2016 20:33,0,1
692,692,66.26,47,14548.06,179.04,Optional full-range projection,Matthewtown,1,Lebanon,4/25/2016 19:31,1,0
693,693,65.15,29,41335.84,117.3,Expanded value-added emulation,Brandonbury,0,Hong Kong,7/14/2016 22:43,1,-1
694,694,68.25,33,76480.16,198.86,Organic well-modulated database,New Jamestown,1,Vanuatu,5/30/2016 8:02,0,0
695,695,73.49,38,67132.46,244.23,Organic 3rdgeneration encryption,Mosleyburgh,0,Vanuatu,2/14/2016 11:36,0,1
696,696,39.19,54,52581.16,173.05,Stand-alone empowering benchmark,Leahside,0,Guatemala,1/23/2016 21:15,1,0
697,697,80.15,25,55195.61,214.49,Monitored intermediate circuit,West Wendyland,0,Greenland,7/18/2016 2:51,0,0
698,698,86.76,28,48679.54,189.91,Object-based leadingedge complexity,Lawrenceborough,0,Syrian Arab Republic,2/10/2016 8:21,0,0
699,699,73.88,29,63109.74,233.61,Digitized zero-defect implementation,Kennethview,0,Saint Helena,1/4/2016 6:37,0,1
700,700,58.6,19,44490.09,197.93,Configurable impactful firmware,West Mariafort,1,Lebanon,6/5/2016 21:38,0,0
701,701,69.77,54,57667.99,132.27,Face-to-face dedicated flexibility,Port Sherrystad,0,Malta,6/1/2016 3:17,1,-1
702,702,87.27,30,51824.01,204.27,Fully-configurable 5thgeneration circuit,West Melissashire,1,Christmas Island,3/6/2016 6:51,1,0
703,703,77.65,28,66198.66,208.01,Configurable impactful capacity,Pamelamouth,0,Ukraine,2/26/2016 19:35,0,0
704,704,76.02,40,73174.19,219.55,Distributed leadingedge orchestration,Lesliefort,0,Malta,7/13/2016 14:30,0,1
705,705,78.84,26,56593.8,217.66,Persistent even-keeled application,Shawnside,1,Italy,6/29/2016 7:20,0,1
706,706,71.33,23,31072.44,169.4,Optimized attitude-oriented initiative,Josephmouth,0,Japan,3/15/2016 6:54,1,0
707,707,81.9,41,66773.83,225.47,Multi-channeled 3rdgeneration model,Garciatown,0,Mauritius,6/11/2016 6:47,0,1
708,708,46.89,48,72553.94,176.78,Polarized mission-critical structure,Chaseshire,1,Turkey,7/17/2016 13:22,1,0
709,709,77.8,57,43708.88,152.94,Virtual executive implementation,Destinyfurt,0,Namibia,2/14/2016 14:38,1,-1
710,710,45.44,43,48453.55,119.27,Enhanced intermediate standardization,Mezaton,0,China,5/4/2016 5:01,1,-1
711,711,69.96,31,73413.87,214.06,Realigned tangible collaboration,New Kayla,1,Netherlands,5/20/2016 12:17,0,0
712,712,87.35,35,58114.3,158.29,Cloned dedicated analyzer,Carsonshire,1,Gibraltar,1/26/2016 2:47,0,-1
713,713,49.42,53,45465.25,128.0,Ameliorated well-modulated complexity,Jacquelineshire,1,Congo,7/7/2016 18:07,1,-1
714,714,71.27,21,50147.72,216.03,Quality-focused bi-directional throughput,South Blakestad,1,Senegal,1/11/2016 12:46,0,1
715,715,49.19,38,61004.51,123.08,Versatile solution-oriented secured line,North Mark,0,Hungary,5/12/2016 12:11,1,-1
716,716,39.96,35,53898.89,138.52,Phased leadingedge budgetary management,Kingchester,1,Pitcairn Islands,2/28/2016 23:21,1,-1
717,717,85.01,29,59797.64,192.5,Devolved exuding Local Area Network,Evansfurt,0,Slovakia (Slovak Republic),5/3/2016 16:02,0,0
718,718,68.95,51,74623.27,185.85,Front-line bandwidth-monitored capacity,South Adamhaven,1,United States Virgin Islands,3/15/2016 20:19,0,0
719,719,67.59,45,58677.69,113.69,User-centric solution-oriented emulation,Brittanyborough,0,Monaco,7/23/2016 5:21,1,-1
720,720,75.71,34,62109.8,246.06,Phased hybrid intranet,Barbershire,0,Portugal,3/11/2016 10:01,0,1
721,721,43.07,36,60583.02,137.63,Monitored zero administration collaboration,East Ericport,1,Turkey,2/11/2016 20:45,1,-1
722,722,39.47,43,65576.05,163.48,Team-oriented systematic installation,Crawfordfurt,1,Uganda,7/6/2016 23:09,1,0
723,723,48.22,40,73882.91,214.33,Inverse national core,Turnerville,0,Norfolk Island,3/22/2016 19:14,0,0
724,724,76.76,25,50468.36,230.77,Secured uniform instruction set,Kylieview,1,Niue,5/26/2016 13:28,0,1
725,725,78.74,27,51409.45,234.75,Quality-focused zero tolerance matrices,West Zacharyborough,0,Ukraine,6/18/2016 19:10,0,1
726,726,67.47,24,60514.05,225.05,Multi-tiered heuristic strategy,Watsonfort,1,Vanuatu,3/20/2016 7:12,0,1
727,727,81.17,30,57195.96,231.91,Optimized static archive,Dayton,1,United States Minor Outlying Islands,6/3/2016 7:00,0,1
728,728,89.66,34,52802.58,171.23,Advanced didactic conglomeration,Nicholasport,1,Armenia,2/3/2016 15:15,0,0
729,729,79.6,28,56570.06,227.37,Synergistic discrete middleware,Whitneyfort,1,Sweden,5/3/2016 16:55,0,1
730,730,65.53,19,51049.47,190.17,Pre-emptive client-server installation,Coffeytown,1,Timor-Leste,6/20/2016 2:25,0,0
731,731,61.87,35,66629.61,250.2,Multi-channeled attitude-oriented toolset,North Johnside,1,French Southern Territories,7/10/2016 19:15,0,1
732,732,83.16,41,70185.06,194.95,Decentralized 24hour approach,Robinsonland,0,Finland,1/4/2016 4:00,0,0
733,733,44.11,41,43111.41,121.24,Organic next generation matrix,Lake David,1,Saint Vincent and the Grenadines,4/20/2016 16:49,1,-1
734,734,56.57,26,56435.6,131.98,Multi-channeled non-volatile website,West Ericaport,0,Senegal,1/23/2016 13:14,1,-1
735,735,83.91,29,53223.58,222.87,Distributed bifurcated challenge,Haleberg,0,Burundi,1/4/2016 22:27,0,1
736,736,79.8,28,57179.91,229.88,Customizable zero-defect Internet solution,West Michaelport,1,Bahamas,4/8/2016 22:40,0,1
737,737,71.23,52,41521.28,122.59,Self-enabling zero administration neural-net,Ericksonmouth,0,Sweden,1/5/2016 11:53,1,-1
738,738,47.23,43,73538.09,210.87,Optimized upward-trending productivity,Yangside,1,Svalbard & Jan Mayen Islands,3/17/2016 22:24,1,0
739,739,82.37,30,63664.32,207.44,Open-architected system-worthy ability,Estradafurt,0,Tonga,6/29/2016 4:23,0,0
740,740,43.63,38,61757.12,135.25,Quality-focused maximized extranet,Frankport,1,Korea,5/25/2016 19:45,1,-1
741,741,70.9,28,71727.51,190.95,Centralized client-driven workforce,Port Juan,0,Kyrgyz Republic,6/17/2016 23:19,0,0
742,742,71.9,29,72203.96,193.29,De-engineered intangible flexibility,Williamsside,1,Costa Rica,4/24/2016 7:20,0,0
743,743,62.12,37,50671.6,105.86,Re-engineered intangible software,Johnsonview,1,Liechtenstein,3/18/2016 13:00,1,-1
744,744,67.35,29,47510.42,118.69,Sharable secondary Graphical User Interface,East Heidi,0,Zimbabwe,4/28/2016 21:58,1,-1
745,745,57.99,50,62466.1,124.58,Innovative homogeneous alliance,New Angelview,0,Costa Rica,2/12/2016 8:46,1,-1
746,746,66.8,29,59683.16,248.51,Diverse leadingedge website,Lake Brandonview,0,Hungary,7/11/2016 13:23,1,1
747,747,49.13,32,41097.17,120.49,Optimized intermediate help-desk,Morganport,0,Fiji,1/29/2016 0:45,1,-1
748,748,45.11,58,39799.73,195.69,Sharable reciprocal project,Browntown,0,Netherlands,1/5/2016 16:26,1,0
749,749,54.35,42,76984.21,164.02,Proactive interactive service-desk,Lake Hailey,0,Sweden,6/20/2016 8:22,0,0
750,750,61.82,59,57877.15,151.93,Open-architected needs-based customer loyalty,Olsonside,1,Barbados,2/6/2016 17:48,1,-1
751,751,77.75,31,59047.91,240.64,Multi-lateral motivating circuit,Coxhaven,1,Paraguay,6/22/2016 17:19,0,1
752,752,70.61,28,72154.68,190.12,Assimilated encompassing portal,Meaganfort,0,Italy,4/16/2016 5:24,0,0
753,753,82.72,31,65704.79,179.82,Cross-group global orchestration,North Monicaville,0,Belarus,1/17/2016 5:07,0,0
754,754,76.87,36,72948.76,212.59,Down-sized bandwidth-monitored core,Mullenside,0,South Georgia and the South Sandwich Islands,7/8/2016 22:30,0,0
755,755,65.07,34,73941.91,227.53,Monitored explicit hierarchy,Princebury,1,Anguilla,3/11/2016 0:05,0,1
756,756,56.93,37,57887.64,111.8,Reactive demand-driven strategy,Bradleyside,0,Sierra Leone,6/10/2016 0:35,1,-1
757,757,48.86,35,62463.7,128.37,Universal empowering adapter,Elizabethbury,1,Saint Martin,1/4/2016 0:44,1,-1
758,758,36.56,29,42838.29,195.89,Team-oriented bi-directional secured line,West Ryan,0,Uganda,1/1/2016 15:14,1,0
759,759,85.73,32,43778.88,147.75,Stand-alone radical throughput,New Tammy,1,Saudi Arabia,7/10/2016 17:24,1,-1
760,760,75.81,40,71157.05,229.19,Inverse zero-defect capability,Sanchezland,0,Greenland,3/27/2016 19:50,0,1
761,761,72.94,31,74159.69,190.84,Multi-tiered real-time implementation,Rogerland,0,Venezuela,4/29/2016 13:38,0,0
762,762,53.63,54,50333.72,126.29,Front-line zero-defect array,Vanessaview,1,Liberia,1/8/2016 18:13,1,-1
763,763,52.35,25,33293.78,147.61,Mandatory 4thgeneration structure,Jessicashire,1,Mali,6/5/2016 7:54,1,-1
764,764,52.84,51,38641.2,121.57,Synergistic asynchronous superstructure,Melissachester,1,Bosnia and Herzegovina,6/29/2016 10:50,1,-1
765,765,51.58,33,49822.78,115.91,Vision-oriented system-worthy forecast,Johnsontown,0,Brunei Darussalam,4/24/2016 13:46,1,-1
766,766,42.32,29,63891.29,187.09,Digitized radical architecture,New Joshuaport,1,South Georgia and the South Sandwich Islands,2/14/2016 4:14,1,0
767,767,55.04,42,43881.73,106.96,Quality-focused optimizing parallelism,Hernandezside,1,Czech Republic,6/15/2016 5:43,1,-1
768,768,68.58,41,13996.5,171.54,Exclusive discrete firmware,New Williamville,1,El Salvador,7/6/2016 12:04,1,0
769,769,85.54,27,48761.14,175.43,Right-sized solution-oriented benchmark,Gilbertville,1,Tokelau,3/31/2016 13:54,0,0
770,770,71.14,30,69758.31,224.82,Assimilated stable encryption,Newmanberg,0,France,6/21/2016 0:52,0,1
771,771,64.38,19,52530.1,180.47,Configurable dynamic secured line,West Alice,1,Gabon,5/27/2016 5:23,0,0
772,772,88.85,40,58363.12,213.96,Cloned optimal leverage,Cannonbury,0,Bulgaria,1/17/2016 18:45,0,0
773,773,66.79,60,60575.99,198.3,Decentralized client-driven data-warehouse,Shelbyport,1,Burkina Faso,4/7/2016 20:34,1,0
774,774,32.6,45,48206.04,185.47,Multi-tiered interactive neural-net,New Henry,0,Mayotte,5/2/2016 18:37,1,0
775,775,43.88,54,31523.09,166.85,Enhanced methodical database,Dustinmouth,1,Somalia,6/4/2016 17:24,1,0
776,776,56.46,26,66187.58,151.63,Ameliorated leadingedge help-desk,South Lisa,0,Albania,4/7/2016 18:52,1,-1
777,777,72.18,30,69438.04,225.02,De-engineered attitude-oriented projection,Lisamouth,0,Bolivia,6/10/2016 22:21,0,1
778,778,52.67,44,14775.5,191.26,Persevering 5thgeneration knowledge user,New Hollyberg,0,Jersey,5/19/2016 6:37,1,0
779,779,80.55,35,68016.9,219.91,Extended grid-enabled hierarchy,Port Brittanyville,0,British Virgin Islands,3/28/2016 23:01,0,1
780,780,67.85,41,78520.99,202.7,Reactive tangible contingency,East Ronald,1,Saint Helena,1/21/2016 22:51,1,0
781,781,75.55,36,31998.72,123.71,Decentralized attitude-oriented interface,South Davidmouth,1,Bosnia and Herzegovina,3/12/2016 6:05,1,-1
782,782,80.46,29,56909.3,230.78,Mandatory coherent groupware,Carterton,0,India,6/4/2016 9:13,0,1
783,783,82.69,29,61161.29,167.41,Fully-configurable eco-centric frame,Rachelhaven,1,Georgia,5/24/2016 10:16,0,0
784,784,35.21,39,52340.1,154.0,Advanced disintermediate data-warehouse,New Timothy,1,United States Minor Outlying Islands,3/25/2016 6:36,1,-1
785,785,36.37,40,47338.94,144.53,Quality-focused zero-defect data-warehouse,North Jessicaville,1,Kiribati,4/22/2016 0:28,1,-1
786,786,74.07,22,50950.24,165.43,Cross-group non-volatile secured line,Joneston,1,Ghana,3/22/2016 4:13,0,0
787,787,59.96,33,77143.61,197.66,Expanded modular application,Staceyfort,0,Samoa,1/14/2016 8:27,1,0
788,788,85.62,29,57032.36,195.68,Triple-buffered systematic info-mediaries,South Dianeshire,0,Iran,4/14/2016 21:37,0,0
789,789,40.88,33,48554.45,136.18,Networked non-volatile synergy,West Shannon,1,Costa Rica,5/31/2016 17:50,1,-1
790,790,36.98,31,39552.49,167.87,Fully-configurable clear-thinking throughput,Micheletown,1,Northern Mariana Islands,3/17/2016 6:25,1,0
791,791,35.49,47,36884.23,170.04,Front-line actuating functionalities,North Brittanyburgh,0,Liechtenstein,4/13/2016 7:07,1,0
792,792,56.56,26,68783.45,204.47,Compatible composite project,Port Jasmine,1,Grenada,2/3/2016 22:11,0,0
793,793,36.62,32,51119.93,162.44,Customer-focused solution-oriented software,New Sabrina,1,Poland,2/2/2016 19:59,1,0
794,794,49.35,49,44304.13,119.86,Inverse stable synergy,Lake Charlottestad,0,Kenya,4/7/2016 20:38,1,-1
795,795,75.64,29,69718.19,204.82,Pre-emptive well-modulated moderator,West Rhondamouth,1,Iran,3/15/2016 19:35,0,0
796,796,79.22,27,63429.18,198.79,Intuitive modular system engine,North Debra,1,Belgium,3/11/2016 12:39,0,0
797,797,77.05,34,65756.36,236.08,Centralized value-added hierarchy,Villanuevastad,0,Namibia,5/17/2016 18:06,0,1
798,798,66.83,46,77871.75,196.17,Assimilated hybrid initiative,North Jeremyport,1,Cyprus,2/28/2016 23:10,0,0
799,799,76.2,24,47258.59,228.81,Optimized coherent Internet solution,Lake Susan,1,Japan,3/2/2016 6:35,0,1
800,800,56.64,29,55984.89,123.24,Versatile 6thgeneration parallelism,Lake John,1,Zimbabwe,2/27/2016 8:52,1,-1
801,801,53.33,34,44275.13,111.63,Configurable impactful productivity,Courtneyfort,1,Andorra,3/14/2016 4:34,1,-1
802,802,50.63,50,25767.16,142.23,Operative full-range forecast,Tammymouth,0,Luxembourg,3/10/2016 15:07,1,-1
803,803,41.84,49,37605.11,139.32,Operative secondary functionalities,Lake Vanessa,0,Cyprus,5/1/2016 8:27,1,-1
804,804,53.92,41,25739.09,125.46,Business-focused transitional solution,Lake Amanda,1,Turkey,6/12/2016 11:17,1,-1
805,805,83.89,28,60188.38,180.88,Ameliorated intermediate Graphical User Interface,Mariemouth,1,Hong Kong,5/28/2016 12:20,0,0
806,806,55.32,43,67682.32,127.65,Managed 24hour analyzer,Port Douglasborough,0,Netherlands,3/18/2016 9:08,1,-1
807,807,53.22,44,44307.18,108.85,Horizontal client-server database,Port Aprilville,0,United States Virgin Islands,5/26/2016 6:03,1,-1
808,808,43.16,35,25371.52,156.11,Implemented didactic support,Williamsport,1,Marshall Islands,7/6/2016 3:40,1,-1
809,809,67.51,43,23942.61,127.2,Digitized homogeneous core,Lake Faith,0,Western Sahara,4/29/2016 14:10,1,-1
810,810,43.16,29,50666.5,143.04,Robust holistic application,Wendyville,1,Saint Vincent and the Grenadines,3/5/2016 20:53,1,-1
811,811,79.89,30,50356.06,241.38,Synergized uniform hierarchy,Angelhaven,1,United States of America,5/30/2016 8:35,0,1
812,812,84.25,32,63936.5,170.9,Pre-emptive client-driven secured line,New Sean,1,Angola,4/10/2016 6:32,0,0
813,813,74.18,28,69874.18,203.87,Front-line even-keeled website,Lake Lisa,0,Cayman Islands,1/20/2016 2:31,0,0
814,814,85.78,34,50038.65,232.78,Persistent fault-tolerant service-desk,Valerieland,0,Swaziland,7/20/2016 21:53,0,1
815,815,80.96,39,67866.95,225.0,Integrated leadingedge frame,New Travis,1,Wallis and Futuna,1/17/2016 4:12,0,1
816,816,36.91,48,54645.2,159.69,Ameliorated coherent open architecture,North Samantha,0,Zimbabwe,2/24/2016 7:13,1,-1
817,817,54.47,23,46780.09,141.52,Vision-oriented bifurcated contingency,Holderville,0,Chad,3/26/2016 19:37,1,-1
818,818,81.98,34,67432.49,212.88,Up-sized maximized model,Patrickmouth,0,Saint Martin,6/4/2016 9:25,0,0
819,819,79.6,39,73392.28,194.23,Organized global flexibility,Lake Deannaborough,0,Rwanda,4/22/2016 7:48,0,0
820,820,57.51,38,47682.28,105.71,Re-engineered zero-defect open architecture,Jeffreymouth,0,Moldova,3/31/2016 8:53,1,-1
821,821,82.3,31,56735.83,232.21,Balanced executive definition,Davieshaven,0,Gabon,4/16/2016 8:36,0,1
822,822,73.21,30,51013.37,252.6,Networked logistical info-mediaries,Lake Jessicaville,1,Denmark,5/12/2016 20:57,1,1
823,823,79.09,32,69481.85,209.72,Optimized multimedia website,Hernandezchester,1,Svalbard & Jan Mayen Islands,5/7/2016 21:32,0,0
824,824,68.47,28,67033.34,226.64,Focused coherent success,North Kennethside,0,Poland,6/25/2016 0:33,0,1
825,825,83.69,36,68717.0,192.57,Robust context-sensitive neural-net,Shelbyport,0,Fiji,3/23/2016 5:27,0,0
826,826,83.48,31,59340.99,222.72,Intuitive zero administration adapter,Williamport,1,Philippines,3/4/2016 13:47,0,1
827,827,43.49,45,47968.32,124.67,Synchronized full-range portal,Smithside,0,Vietnam,6/14/2016 12:08,1,-1
828,828,66.69,35,48758.92,108.27,Integrated encompassing support,Vanessastad,0,Jersey,5/11/2016 19:13,1,-1
829,829,48.46,49,61230.03,132.38,Devolved human-resource circuit,Lisamouth,1,Indonesia,1/21/2016 23:33,1,-1
830,830,42.51,30,54755.71,144.77,Grass-roots transitional flexibility,Lake Rhondaburgh,1,Palestinian Territory,1/15/2016 19:45,1,-1
831,831,42.83,34,54324.73,132.38,Vision-oriented methodical support,Cunninghamhaven,1,Latvia,4/23/2016 9:42,1,-1
832,832,41.46,42,52177.4,128.98,Integrated impactful groupware,Robertstown,1,Malta,5/23/2016 8:06,1,-1
833,833,45.99,33,51163.14,124.61,Face-to-face methodical intranet,South Mark,1,Afghanistan,2/27/2016 15:04,1,-1
834,834,68.72,27,66861.67,225.97,Fundamental tangible moratorium,New Taylorburgh,0,Austria,2/23/2016 17:37,0,1
835,835,63.11,34,63107.88,254.94,Balanced mobile Local Area Network,Port Karenfurt,1,Micronesia,3/17/2016 22:59,0,1
836,836,49.21,46,49206.4,115.6,Realigned 24/7 core,Carterland,0,Mexico,2/28/2016 3:34,1,-1
837,837,55.77,49,55942.04,117.33,Fully-configurable high-level groupware,East Shawn,1,Chile,3/15/2016 14:33,1,-1
838,838,44.13,40,33601.84,128.48,Ameliorated discrete extranet,West Derekmouth,1,Cuba,3/3/2016 20:20,1,-1
839,839,57.82,46,48867.36,107.56,Centralized asynchronous portal,Brandiland,1,Belarus,4/6/2016 14:16,1,-1
840,840,72.46,40,56683.32,113.53,Enhanced tertiary utilization,Cervantesshire,0,Malawi,5/1/2016 9:23,1,-1
841,841,61.88,45,38260.89,108.18,Balanced disintermediate conglomeration,North Debrashire,0,Afghanistan,5/30/2016 8:02,1,-1
842,842,78.24,23,54106.21,199.29,Sharable value-added solution,Deannaville,0,Luxembourg,4/4/2016 11:39,0,0
843,843,74.61,38,71055.22,231.28,Networked impactful framework,East Christopher,1,South Africa,4/6/2016 23:10,0,1
844,844,89.18,37,46403.18,224.01,Public-key impactful neural-net,Rickymouth,1,Nepal,4/26/2016 21:45,0,1
845,845,44.16,42,61690.93,133.42,Innovative interactive portal,Port Dennis,1,Spain,5/25/2016 0:34,1,-1
846,846,55.74,37,26130.93,124.34,Networked asymmetric infrastructure,Lake Michelle,1,Hong Kong,2/11/2016 16:45,1,-1
847,847,88.82,36,58638.75,169.1,Assimilated discrete strategy,East Johnport,0,Slovakia (Slovak Republic),1/30/2016 0:05,0,0
848,848,70.39,32,47357.39,261.52,Phased 5thgeneration open system,Sabrinaview,1,Cayman Islands,7/12/2016 10:56,0,1
849,849,59.05,52,50086.17,118.45,Upgradable logistical flexibility,Kristinfurt,1,Uganda,4/23/2016 3:46,1,-1
850,850,78.58,33,51772.58,250.11,Centralized user-facing service-desk,Chapmanland,1,Vanuatu,4/16/2016 10:36,0,1
851,851,35.11,35,47638.3,158.03,Extended analyzing emulation,North Jonathan,1,Anguilla,3/11/2016 13:07,1,-1
852,852,60.39,45,38987.42,108.25,Front-line methodical utilization,Port Christina,1,Switzerland,3/2/2016 15:39,1,-1
853,853,81.56,26,51363.16,213.7,Open-source scalable protocol,Juanport,1,Zimbabwe,7/13/2016 21:31,0,0
854,854,75.03,34,35764.49,255.57,Networked local secured line,East Mike,0,Uruguay,5/29/2016 18:12,1,1
855,855,50.87,24,62939.5,190.41,Programmable empowering orchestration,North Angelatown,0,Liberia,5/10/2016 17:13,1,0
856,856,82.8,30,58776.67,223.2,Enhanced systemic benchmark,West Steven,1,Egypt,5/7/2016 8:39,0,1
857,857,78.51,25,59106.12,205.71,Focused web-enabled Graphical User Interface,Riggsstad,1,Greece,1/17/2016 13:27,0,0
858,858,37.65,51,50457.01,161.29,Automated stable help-desk,Davidview,1,Bahrain,3/9/2016 6:22,1,0
859,859,83.17,43,54251.78,244.4,Managed national hardware,Port Kevinborough,1,Sri Lanka,4/5/2016 18:02,0,1
860,860,91.37,45,51920.49,182.65,Re-engineered composite moratorium,Lawsonshire,1,Kazakhstan,4/1/2016 7:37,1,0
861,861,68.25,29,70324.8,220.08,Phased fault-tolerant definition,Wagnerchester,0,Greenland,2/15/2016 16:18,0,1
862,862,81.32,25,52416.18,165.65,Pre-emptive next generation Internet solution,Daisymouth,0,Moldova,3/8/2016 5:12,0,0
863,863,76.64,39,66217.31,241.5,Reverse-engineered web-enabled support,North Daniel,1,Poland,2/9/2016 23:38,0,1
864,864,74.06,50,60938.73,246.29,Horizontal intermediate monitoring,Port Jacquelinestad,1,Anguilla,6/17/2016 9:38,0,1
865,865,39.53,33,40243.82,142.21,Intuitive transitional artificial intelligence,New Teresa,1,Central African Republic,6/1/2016 12:27,1,-1
866,866,86.58,32,60151.77,195.93,Business-focused asynchronous budgetary management,Henryfort,1,Mexico,2/26/2016 23:44,0,0
867,867,90.75,40,45945.88,216.5,Decentralized methodical capability,Lake Joseph,0,Togo,3/11/2016 9:58,0,1
868,868,67.71,25,63430.33,225.76,Synergized intangible open system,Daviesborough,1,Armenia,4/28/2016 2:55,0,1
869,869,82.41,36,65882.81,222.08,Stand-alone logistical service-desk,North Brandon,0,Nicaragua,4/12/2016 4:22,0,1
870,870,45.82,27,64410.8,171.24,Expanded full-range synergy,Adamside,1,Eritrea,2/10/2016 20:43,1,0
871,871,76.79,27,55677.12,235.94,Open-architected intangible strategy,Wademouth,0,Canada,5/1/2016 23:21,0,1
872,872,70.05,33,75560.65,203.44,Diverse directional hardware,North Raymond,0,Croatia,3/24/2016 17:48,0,0
873,873,72.19,32,61067.58,250.32,Balanced discrete approach,Randolphport,1,Switzerland,4/22/2016 19:45,0,1
874,874,77.35,34,72330.57,167.26,Total bi-directional success,East Troyhaven,0,Yemen,3/9/2016 12:10,0,0
875,875,40.34,29,32549.95,173.75,Object-based motivating instruction set,Clarkborough,0,Tokelau,3/30/2016 5:29,1,0
876,876,67.39,44,51257.26,107.19,Realigned intermediate application,Josephberg,0,Armenia,1/24/2016 13:41,1,-1
877,877,68.68,34,77220.42,187.03,Sharable encompassing database,Lake Jenniferton,1,Equatorial Guinea,7/15/2016 9:42,0,0
878,878,81.75,43,52520.75,249.45,Progressive 24/7 definition,Lake Jose,0,Barbados,6/7/2016 5:41,0,1
879,879,66.03,22,59422.47,217.37,Pre-emptive next generation strategy,Ashleymouth,0,American Samoa,5/31/2016 23:32,0,1
880,880,47.74,33,22456.04,154.93,Open-source 5thgeneration leverage,Henryland,1,Saint Lucia,5/14/2016 14:49,1,-1
881,881,79.18,31,58443.99,236.96,Open-source holistic productivity,Lake Danielle,0,Algeria,1/10/2016 20:18,0,1
882,882,86.81,29,50820.74,199.62,Multi-channeled scalable moratorium,Joshuaburgh,1,Turkmenistan,2/21/2016 16:57,0,0
883,883,41.53,42,67575.12,158.81,Optional tangible productivity,South Jeanneport,0,Mayotte,5/23/2016 0:32,1,-1
884,884,70.92,39,66522.79,249.81,Up-sized intangible circuit,New Nathan,1,South Africa,7/21/2016 20:30,0,1
885,885,46.84,45,34903.67,123.22,Virtual homogeneous budgetary management,Jonesshire,0,Macao,5/15/2016 18:44,1,-1
886,886,44.4,53,43073.78,140.95,Phased zero-defect portal,Mariahview,1,France,6/30/2016 0:43,1,-1
887,887,52.17,44,57594.7,115.37,Optional modular throughput,New Julianberg,1,Equatorial Guinea,2/24/2016 6:17,1,-1
